Item ID,,Name,Number,Imported ID,Base Price,Created Date,Archived,Modifier,SKU,PLU
4E+17,00d3efde-eb24-43c1-9175-a19e1c085e9d,RET Terre Nere Guardiola Etna Rosso 14,4E+17,,60,1/4/2019,No,No,,
4E+17,00e2c8b0-4c0c-4216-921f-f603309007f5,RET Field Recordings Fiction 16,4E+17,,15,4/10/2019,No,No,,
4E+17,00e8458e-a621-49c2-9351-d1f871472190,Quenard Gamay 17 RET,4E+17,,0,4/3/2019,No,No,,
4E+17,00ec3ebf-2640-4aee-99f4-d7a973fe901f,Open Food,4E+17,,0,1/2/2019,No,No,,
4E+17,00f5b0cf-6ae8-4b1d-9a2f-f94d6aa21b23,RET Fondreche Rose 17,4E+17,,19,12/13/2018,No,No,,
4E+17,01065407-6b11-4696-844b-4ca1e38c23f8,RET Juggernaut Cab 16,4E+17,,20,1/4/2019,No,No,,
4E+17,01133889-a3c3-412e-a19c-20cd9ea80624,RET Casas del Toqui Cab,4E+17,,18,3/26/2021,No,No,,
4E+17,011ae948-10b4-43a3-bf98-ae90aae26c8f,"BTL Baracchi ""O Lillo"" Red 16",4E+17,,38,5/12/2020,No,No,,
4E+17,012271bf-742a-40ef-b11e-1562f5ad24a1,RET Lydian Cab,4E+17,,25,10/4/2022,No,No,,
4E+17,0122f996-81dc-4ae3-837b-72a186939753,RET Westgate Petit Verdot,4E+17,,28,12/19/2020,No,No,,
4E+17,012a83d4-bfd7-4e1a-8d6d-8085fc11c4d5,Heirloom Marzano Barolo,4E+17,,15,8/10/2020,No,No,,
4E+17,014cd6f2-14e8-4fbb-b748-95630ca5c05f,SELECT TO INCLUDE UTENSILS,4E+17,,0,12/19/2020,No,No,,
4E+17,014e4dae-c0ff-426b-99de-ee4e126da1c6,RET Foreau Vouvray Demi-Sec 15,4E+17,,47,7/27/2020,No,No,,
4E+17,0150ff0b-a4a7-46e8-bd66-abdeccd27a58,"BTL Poggio ""Bateaux"" Chardonnay 20",4E+17,,40,4/28/2022,No,No,,
4E+17,015fb3f8-d5b0-4a9e-8b02-414dd797354b,Pisoni Chard,4E+17,,72,12/20/2019,No,No,,
4E+17,0163568e-6a54-46fd-96d1-082f9ea0b4da,Single Cannoli,4E+17,,7,12/27/2018,No,No,,
4E+17,01789d04-cd7f-40fe-97b0-e60726c30fc3,RET Villa de Filicaja Chianti,4E+17,,24,1/22/2024,No,No,,
4E+17,0181ada5-b9f4-4369-b1ea-812b63e0157c,BTL Foreau Vouvray Demi-Sec 15,4E+17,,77,7/27/2020,No,No,,
4E+17,018e697f-aef5-4028-b6b8-60e9014bc1ae,Eggplant Parmesan Full,4E+17,,150,11/21/2020,No,No,,
4E+17,019a9fd5-5a7a-4339-8221-641adc83c714,BTL La Gerla Brunello MAG,4E+17,,150,12/14/2018,No,No,,
4E+17,01a02f4f-ceb2-4cc2-a68f-b026bc6d4ded,BTL Ganevat De Toute Beaute NV,4E+17,,76,12/14/2018,No,No,,
4E+17,01bbf995-75e9-4978-884c-eccb9ba40e57,GLS Villaine 'La Fortune',4E+17,,35,10/4/2022,No,No,,
4E+17,01c00415-1066-403e-a615-e008b78b42dd,BTL Rombauer Chard MAGNUM 17,4E+17,,105,12/13/2018,No,No,,
4E+17,01d2c6de-cbc9-45ff-8bff-de556f1c2820,BTL Tessier Femme Fatale 18,4E+17,,48,9/27/2019,No,No,,
4E+17,01dfe4c1-a532-4e8b-b4d8-b4d7cbba5daa,RET Pieropan Soave 15,4E+17,,17,12/13/2018,No,No,,
4E+17,01e5dae5-db99-4960-8bb3-61f07bb1ceed,BTL El Gato Sauv Blanc 17,4E+17,,35,5/16/2019,No,No,,
4E+17,01f202ea-64e9-4391-8436-a35ace30bbd8,Portal Blanco 17,4E+17,,0,10/22/2019,No,No,,
4E+17,01f99490-49fe-4e07-83cc-12c3930b3939,RET Mansfield Dunne SLH Chardonnay 19,4E+17,,32,8/30/2022,No,No,,
4E+17,0205f403-aa19-464b-a255-98cc99ec8242,BTL Hureau Saumur,4E+17,,64,12/15/2022,No,No,,
4E+17,020ccca6-b822-476c-9b7d-f6e374ae3537,BTL Il Colle Brut Blue DOC NV,4E+17,,39,12/13/2018,No,No,,
4E+17,02417c0b-90ff-494e-91de-5446dc050ed1,TST Valliant Chardonnay,4E+17,,0,5/25/2023,No,No,,
4E+17,0249a111-f32f-4b6b-90a8-d12daf73a9d5,RET Lewelling Cabernet Sauvignon 13,4E+17,,90,12/14/2018,No,No,,
4E+17,026a1796-e322-4157-92fd-92d41f1a411c,"RET Mendes ""Muros Antigos"" Escolha Vinho Verde 21",4E+17,,15,9/6/2022,No,No,,
4E+17,027ac50b-97d9-498e-80a7-2f5a8efe74b7,RET Cantina Morone,4E+17,,30,1/25/2023,No,No,,
4E+17,027ac9e3-7e18-45a4-b90a-39578d478ed8,Pasta Figaro,4E+17,,24,12/20/2022,No,No,,
4E+17,027f9182-cc7f-4a3e-aaa7-0fd047e38f6b,BTL Assiduous Pinot,4E+17,,65,10/4/2022,No,No,,
4E+17,0281754c-857d-4bf2-9577-dc24b3d7f066,Belle Glos Las Alturas Pinot Noir,4E+17,,45,12/8/2020,No,No,,
4E+17,0299f4ce-b915-4db9-a481-f58897aed48f,RET Zorzettig Myo Schioppettino,4E+17,,44,1/20/2021,No,No,,
4E+17,029b4f2c-0032-4e8a-a0e0-9a52c0341394,Spicy Capicollo,4E+17,,4.5,9/15/2023,No,No,,
4E+17,029e3538-de76-49fa-96e7-417621f2403d,RET Armilla Brunello,4E+17,,72,2/2/2024,No,No,,
4E+17,02a7e970-4b5e-420a-a0fe-86bd5375993c,GLS Salem Chardonnay,4E+17,,16,2/7/2024,No,No,,
4E+17,02a81774-025b-4944-8848-eb2d3db8eede,RET Ciro Picariello Fiano 15,4E+17,,32,12/13/2018,No,No,,
4E+17,02a9babe-1441-4fb4-9fc0-230048e3d557,BTL CP Vini Salice Salentino Riserva 13,4E+17,,42,12/14/2018,No,No,,
4E+17,02bc2b5c-1a66-4dda-ac82-33b201e914f7,Cold Tomato Soup,4E+17,,6,8/16/2019,No,No,,
4E+17,02bdf52d-e72c-4c8d-91fb-d66043c85a24,RET Jorgensen Cabernet Franc 17,4E+17,,23,7/27/2020,No,No,,
4E+17,02c004e8-6eb9-45fb-9f3a-5eac7aec6d4a,RET Turley Duarte Zinfandel 15,4E+17,,65,12/14/2018,No,No,,
4E+17,02cc111f-5f0e-4a61-81ed-01991615f240,BTL The Withers Mr Burgess 16,4E+17,,70,11/12/2021,No,No,,
4E+17,02cdef90-92a4-49c8-842a-239ec2d508fa,BTL Salvard Cheverny,4E+17,,64,1/17/2024,No,No,,
4E+17,02d315dd-bc33-4583-97fb-dd5a00a0f51c,RET Gosset Brut Excellence NV,4E+17,,43,1/9/2019,No,No,,
4E+17,02e13b54-d03b-41e2-912d-9f9cff654aad,GLS R8 Cabernet Sauvignon 20,4E+17,,12,12/14/2023,No,No,,
4E+17,02e7c173-e8e9-4eca-bee9-a5232cc4362a,RET Clos Roussely Sauv Blanc,4E+17,,18,10/1/2022,No,No,,
4E+17,02eb0dfe-2de9-48fe-bbf1-4105f3699b3c,RET Domaine Ott Speigel Gruner,4E+17,,38,6/24/2021,No,No,,
4E+17,02f1794b-7184-43f5-8149-f2ef3af0e7ba,BTL Muga Rosado 18,4E+17,,39,12/13/2018,No,No,,
4E+17,02f8e5aa-ee6a-4794-87ce-846ffd267bcb,Half Brutocao,4E+17,,6,10/22/2022,No,No,,
4E+17,0310a44d-b91e-421f-9877-674081ae8149,BTL Madl Brut NV,4E+17,,70,2/7/2020,No,No,,
4E+17,03177526-7d8a-4cc4-a414-5de713da095e,BTL Heitz Cellars Trailside Cabernet 12,4E+17,,145,12/14/2018,No,No,,
4E+17,03198cbb-fa96-4a07-a91d-6d305f06fd26,Saison Dupont,4E+17,,10,1/3/2019,No,No,,
4E+17,031d325f-6ddb-4d86-b23f-853cc1114391,BTL Turtle Rock Maturin James Berry 14,4E+17,,90,12/14/2018,No,No,,
4E+17,032d0f56-3e89-469e-8d03-06e552b9575d,Pepperonata FULL,4E+17,,110,1/3/2019,No,No,,
4E+17,032dc860-d19a-496e-92c9-9794670548fb,TST Dalva Tawny Port,4E+17,,6,11/9/2022,No,No,,
4E+17,033f8fc9-5d61-482f-a54a-a9b60103b980,RET Raventos i Blanc De Nit Rose Extra Brut 17,4E+17,,0,3/2/2020,No,No,,
4E+17,034e9d51-e711-45f5-967a-5b22c59a7115,Half Prieur et Fils Sancerre,4E+17,,10,10/1/2022,No,No,,
4E+17,03521919-2510-4097-99b7-5d3f5da94ad2,RET Pullus Halozan 1L 18,4E+17,,16,7/20/2020,No,No,,
4E+17,0356dcd7-001b-4e5f-b57c-fbef849f6249,RET Marie Courtin Effloresence 13,4E+17,,84,12/13/2018,No,No,,
4E+17,0371be45-45ea-47aa-aa61-59d383a82137,GLS Soalheiro Alvarinho,4E+17,,18,12/23/2022,No,No,,
4E+17,03787bd7-4e71-4833-a8d2-d7f469c205f6,HLF Soquel Vineyards ‘Trinity’ Red Blend 21,4E+17,,6,9/19/2023,No,No,,
4E+17,037d2b61-8b36-41cf-a526-4746a6593821,BTL Tenuta di Biserno 10,4E+17,,160,12/14/2018,No,No,,
4E+17,0380a971-b5b6-49be-b8ec-a175406bee7a,RET Oro en Paz Semillon 16,4E+17,,17,5/16/2019,No,No,,
4E+17,0382ce18-5e42-4811-b7a7-65031c189162,Family Pasta Meal for 4,4E+17,,75,12/8/2020,No,No,,
4E+17,038f19f2-38d6-4a3e-9d8d-353caab7cdac,DD Melanzane,4E+17,,15,11/20/2018,No,No,,
4E+17,03945a5a-4b1e-4cd0-8c6f-5bb84724670e,Beverage Package,4E+17,,0,12/3/2021,No,No,,
4E+17,03a1623d-7490-48f2-a0e8-8c53ad7f087f,GLS Paolo Cali Nero,4E+17,,15,3/8/2024,No,No,,
4E+17,03b320e7-d1e7-4bce-93f2-9b3ebdc328c7,GLS Odonata Chardonnay 20,4E+17,,15,2/24/2022,No,No,,
4E+17,03c38895-b92c-4c82-8e43-98fc55b8f160,Regular - Brisket & Big Reds,4E+17,,60,9/6/2019,No,No,,
4E+17,03c5bdfd-85fc-44aa-9c7a-3cdd4c438ed3,TST Pullus Rose,4E+17,,0,3/10/2023,No,No,,
4E+17,03cdd7d6-b2fd-4c59-8961-34d293b52c42,TST Couron Cotes de Rhone,4E+17,,0,12/23/2022,No,No,,
4E+17,03d93f1a-f89a-47b6-96ee-ed745deac90a,Lemon Tart,4E+17,,12,1/18/2019,No,No,,
4E+17,03da1b6d-7efc-4a56-ab89-7852b3908c52,RET J Bouchon Pais Viejo 17,4E+17,,12,9/12/2019,No,No,,
4E+17,03f7dcdc-5444-4ffb-af7d-3985af3a4824,DD Olives,4E+17,,12,9/24/2020,No,No,,
4E+17,03f9df73-f332-40f2-9462-2d437e8ab810,BTL Von Winning Sauvignon Blanc,4E+17,,44,10/28/2020,No,No,,
4E+17,04062336-e458-4a6f-99c5-904e5418c17f,RET Maestracci E Prove Crose Calvi Rouge 14,4E+17,,22,12/14/2018,No,No,,
4E+17,040ac351-db7f-40bd-a00e-9ae397620d79,WC 831 Monterey County Pinot Noir 18,4E+17,,30,5/9/2023,No,No,,
4E+17,042034ee-1e5a-461f-a1cb-c025ebdd27a0,BTL Statti Lamezia Bianco 17,4E+17,,30,2/28/2019,No,No,,
4E+17,04274dd6-863e-4144-bcde-55f6648a063b,BTL San Michele Pinot Grigio 18,4E+17,,35,12/13/2018,No,No,,
4E+17,042ab5ad-8c81-42f0-a011-717224edbc84,RET Lunaria Primtivo,4E+17,,20,3/7/2024,No,No,,
4E+17,04338fd0-58a1-4b7f-b891-2159952381a1,RET Simonnet-Febvre Rose Brut NV,4E+17,,14,2/7/2020,No,No,,
4E+17,0433ef3e-a736-4547-9380-7030fc89133f,WC Cuatro Rayas Tempranillo,4E+17,,22,1/18/2024,No,No,,
4E+17,043ba528-6bbe-42f0-98dc-70c74bdd16ca, GLS Jilguerin Ribera,4E+17,,14,12/23/2022,No,No,,
4E+17,0449a508-5710-4f48-852d-563b4e080d81,BTL Pierre Yves Colin MoreyBlanc17,4E+17,,0,4/25/2019,No,No,,
4E+17,04583a45-7c4b-4ec6-8b70-3d5eb589164a,GLS Rebenhof Burgunder,4E+17,,16,3/28/2023,No,No,,
4E+17,0468ec69-6bfd-444a-af21-abb9d6375ac1,Trerose Rosso di Montalcino 15 RET,4E+17,,10,12/3/2019,No,No,,
4E+17,046c4a28-7ec3-4224-af5b-255f8734fab8,TST Lateral,4E+17,,0,1/9/2024,No,No,,
4E+17,0470860e-4a49-4a3d-bb54-b252a054c0f1,BTL Involuntary Commitment 16,4E+17,,38,9/11/2019,No,No,,
4E+17,0475fce7-a26a-4f1b-b317-07027ec6f678,"RET Spreitzer ""101"" Riesling 19",4E+17,,22,4/28/2022,No,No,,
4E+17,04962da4-7d5a-4315-ab63-2dc12ca91808,BTL Lanciola Chianti Fiorentini 17,4E+17,,40,2/10/2022,No,No,,
4E+17,0497ed64-fbc1-4e60-ab57-2d55b123d189,Half Roger Perrin CdP,4E+17,,14,10/6/2022,No,No,,
4E+17,049eef0e-6639-42c0-93f3-1d1e4ca31d9d,Test,4E+17,,0,1/4/2019,No,No,,
4E+17,049fe659-1f30-41ef-951a-4b74f400ba65,Gallety Futs de Chene Blanc 15 RET,4E+17,,0,4/3/2019,No,No,,
4E+17,04a13426-7c6b-4c3e-8c7f-191de5e4099a,RET Massaya Terrasses de Baalbeck 14,4E+17,,0,12/2/2019,No,No,,
4E+17,04a52d93-0806-4760-abb1-0f47a747a39c,BTL Chateau Teulon CdN Blanc 17,4E+17,,35,5/12/2020,No,No,,
4E+17,04bd54d9-446d-4602-80d2-1e8b3afe79f0,RET La Spinetta Barbaresco Starderi 11,4E+17,,250,12/14/2018,No,No,,
4E+17,04c20e03-2958-4c23-b940-ee8c9e910770,GLS Mount Eden Chardonnay,4E+17,,35,1/7/2023,No,No,,
4E+17,04c4b963-b644-4f8b-bc71-4df014a746e8,TST Brady Cab 19,4E+17,,0,3/22/2023,No,No,,
4E+17,04c68b31-dcb0-4480-8792-181c9badeac7,Half Rosso dei Nardi Nebbiolo,4E+17,,8,1/19/2024,No,No,,
4E+17,04df2bd6-fece-45db-9a09-682d3d0b4201,BTL Orealios Gaea R Robola 17,4E+17,,37,4/19/2019,No,No,,
4E+17,04df59f5-e354-4539-9dc7-ad4ff071ceb1,BTL Zorzettig Myo Friulano 18,4E+17,,68,2/3/2020,No,No,,
4E+17,04e18546-e671-415c-b5d8-c39fa75f3289,BTL Montagne Russe Pinot,4E+17,,100,3/8/2024,No,No,,
4E+17,04e61754-16c5-43c5-859d-2a562ce3e5cb,"Fort Point, Galaxy Park Pale Ale",4E+17,,6,12/27/2018,No,No,,
4E+17,04f08390-fc95-4f55-88a4-4bb5d5e13085,La Posta Bonarda 17,4E+17,,0,5/5/2019,No,No,,
4E+17,04f161bd-c185-4766-9cc0-16775b0ca78e,RET Domaine Gallety Vivarais Blanc 15,4E+17,,23,3/22/2019,No,No,,
4E+17,04f97e05-5220-427a-9d92-38249d8247d2,BTL Silkman Semillon,4E+17,,39,7/28/2020,No,No,,
4E+17,050e6b4b-1410-420a-85cc-62c53637478f,GLS Lateral 16,4E+17,,22,9/3/2019,No,No,,
4E+17,051108c1-3402-4ae0-9ac8-03a6a69f3615,WC Bodegas Albamar Albarino 22,4E+17,,26,6/9/2023,No,No,,
4E+17,051d18e8-c0e6-401d-b4b5-54e2dd376ac6,"Gracin ""Kontra"" 12",4E+17,,0,7/8/2019,No,No,,
4E+17,052f9f47-beff-4899-b8a4-1ecb2d6bb5d5,"BTL Red Schooner ""Voyage 6"" Malbec 14",4E+17,,72,12/14/2018,No,No,,
4E+17,05384277-5a2e-4a73-8d96-7fa2f1db9733,Minestone Soup,4E+17,,9,10/27/2021,No,No,,
4E+17,053f6f80-ec63-4440-9e25-9cc15b3d1eb3,RET Steven Kent Ghielmetti Cabernet 15,4E+17,,40,9/11/2019,No,No,,
4E+17,054eea77-4237-4adb-8028-7b7762348f67,RET Pessoa Vinho Verde 20,4E+17,,15,5/12/2021,No,No,,
4E+17,0553f85b-4714-473b-aa14-136c92a9dbe5,BTL Chateau De Bligny BdB,4E+17,,72,1/25/2019,No,No,,
4E+17,05634787-503f-4688-b811-280be466ce9b,BTL Laurent Fayolle Crozes Hermitage 18,4E+17,,48,8/25/2020,No,No,,
4E+17,056471b0-1ce2-479d-a7db-561c36253f35,BTL Chateau Gloria 2012,4E+17,,87,12/14/2018,No,No,,
4E+17,0570b04d-3d4e-471a-80ef-82b4eef9d149,RET Collemattoni Rosato 18,4E+17,,17,5/16/2019,No,No,,
4E+17,0572c078-3703-4846-a2d6-e1b07bc9c1ea,BTL Bishop's Peak Pinot Noir 21,4E+17,,40,5/5/2022,No,No,,
4E+17,0574ef76-18c7-4237-8eeb-3615eb08a40e,RET Pol Roger Reserve NV,4E+17,,50,12/13/2018,No,No,,
4E+17,058349b1-8260-4b1a-92e6-2119bf8a9a62,BTL TOR Old Vine Petite Sirah 17,4E+17,,102,5/20/2022,No,No,,
4E+17,058f965e-cfa7-4597-a3b1-02ab72aba05e,GLS Rosso dei Nardi Nebbiolo,4E+17,,16,1/19/2024,No,No,,
4E+17,058fffdc-1bdf-4e87-94fa-2de7cf69be6e,HLF Laurent Champagne,4E+17,,13,12/15/2022,No,No,,
4E+17,0591e253-f240-4e03-9ca2-e9d2a69b9274,Half Ridge Grenache Blanc,4E+17,,8,10/12/2022,No,No,,
4E+17,05b051c7-caf8-47b1-8766-57cb8b81561c,BTL Mather Teresina 12,4E+17,,110,2/5/2020,No,No,,
4E+17,05b37e7b-f621-4606-8a95-2f6b6d1dc2ff,TST L'Arco Pario Veronese,4E+17,,0,10/6/2022,No,No,,
4E+17,05b55e10-a30b-4384-800c-69aeaff4fe0d,TST Assiduous Pinot Gris 20,4E+17,,6,4/28/2022,No,No,,
4E+17,05c2d74e-62cd-4685-96f0-08ba4adcd0bf,WC Mount Eden Cab 18,4E+17,,110,11/11/2023,No,No,,
4E+17,05d174eb-afe9-48e6-b9c3-260c04ca5c8b,BTL Thierry Germain Roches Neuves,4E+17,,62,9/2/2019,No,No,,
4E+17,05dfb14d-d4f2-4d21-9fd3-ebd57a2e40da,GLS Bergaglio Fornaci Gavi 17,4E+17,,14,12/20/2018,No,No,,
4E+17,05e27f72-6c6b-4221-b1ca-95b3b8da3b33,RET Trinquevedel,4E+17,,23,10/20/2022,No,No,,
4E+17,05eda29b-550f-4826-b5a2-e89becd8cc31,RET Silkman Semillon 17,4E+17,,0,11/4/2019,No,No,,
4E+17,05fc7629-03fe-4a2f-9d82-ab3e82232fb7,General Admin Ticket,4E+17,,30,3/6/2020,No,No,,
4E+17,06003b8f-d089-43f6-b9a0-9a93ae6425c0,Sanctum 'Bubamera' 6+,4E+17,,22.96,6/13/2023,No,No,,
4E+17,0605468a-9561-4cb9-92d0-6edf056dee0e,BTL Quinta Regueiro Alvarinho 16,4E+17,,42,3/15/2019,No,No,,
4E+17,060cb3aa-8430-4d99-b54d-2c24aeb0a151,Terenzuolo Vermentino Regular,4E+17,,28,6/13/2023,No,No,,
4E+17,060dc4f1-2742-4a57-852b-75161145bee6,BTL Crazy Joe Red 19,4E+17,,45,6/24/2021,No,No,,
4E+17,0617bf14-b2f2-4542-bbdd-d0dc651d5225,GLS Annesanti Il Rosato 18,4E+17,,14,6/10/2020,No,No,,
4E+17,0622e5c6-8566-45d6-8672-3d0a5aceaf90,BTL Les Cadrans de Lassegue 15,4E+17,,65,12/31/2019,No,No,,
4E+17,062ca91d-b535-420f-a782-f3bb24e2b44e,WC Pomalo Pet-Nat,4E+17,,24,5/1/2023,No,No,,
4E+17,062cfc74-9501-4a80-9662-199aa404546b,Half Salem Chardonnay,4E+17,,8,2/7/2024,No,No,,
4E+17,063c3e11-ba59-4329-99fd-5a918c37d9ca,Pickup Party Regular,4E+17,,20,10/17/2022,No,No,,
4E+17,0643e130-67a7-4f50-b6fc-f24cd59b7b11,Sicily H.Tom and Red Onion,4E+17,,14,8/1/2019,No,No,,
4E+17,06482342-596a-42c7-a064-25a6225507ef,BTL Irancy Burgundy,4E+17,,62,12/23/2022,No,No,,
4E+17,0651619c-2118-4f36-99a1-d3caad84178f,BTL J Bouchon Canto Norte 14,4E+17,,30,12/14/2018,No,No,,
4E+17,0655d224-5e72-4d6d-9285-cff3506f6513,RET Quartz Reef Brut NV,4E+17,,0,1/6/2020,No,No,,
4E+17,0667173c-3563-45b6-8172-45dbb9986bfd,RET Krasno Ribolla Gialla 15,4E+17,,17,2/7/2020,No,No,,
4E+17,0669cad1-0045-4a2a-9b76-9a276644cba7,Arthur Ave LG,4E+17,,90,11/21/2020,No,No,,
4E+17,06874c6c-4c1d-47ed-b193-5ce755a9c678,RET Kopke Ruby Port,4E+17,,18,3/1/2019,No,No,,
4E+17,068be4d3-1a93-446e-a336-0d78073a909d,RET Meo-Camuzet Nuits-St-Georges 17,4E+17,,130,12/17/2019,No,No,,
4E+17,06956af4-9ea6-46f6-92dc-6e359674576a,RET Casa de Mouraz Branco 15,4E+17,,16,2/7/2020,No,No,,
4E+17,06a1c48a-6f21-44f5-8ae1-c6beafc9e921,Fettuccine La Storia,4E+17,,20,8/14/2019,No,No,,
4E+17,06ab0610-d63c-4271-9471-b0c99e754684,GLS Collematoni Brunello 18,4E+17,,35,7/11/2023,No,No,,
4E+17,06b700bf-5d2d-439a-8b98-9154679c3af1,RET Villa I Ciprese Brunello 10,4E+17,,65,12/14/2018,No,No,,
4E+17,06eab87e-fb54-4e3d-b0fb-c2a0a8ec2110,TST Small Lot Cab,4E+17,,0,1/26/2023,No,No,,
4E+17,06ed0179-9a03-4691-bd30-cd60c4d908c1,RET Domaine Durban Beaumes de Venise Rouge 18,4E+17,,0,3/6/2020,No,No,,
4E+17,070ae5dc-339a-4ddc-ae43-1166717d14b2,RET Tapiz Alta Collection Malbec 17,4E+17,,0,9/9/2019,No,No,,
4E+17,072f690e-6fa3-49e9-b390-6e7d8f5504fc,"Ott ""Der Ott' Gruner Veltliner 17",4E+17,,0,2/4/2019,No,No,,
4E+17,0732a04b-b686-415d-84b0-db01f823c316,BTL Hugel Gentil Blanc 17,4E+17,,38,4/25/2019,No,No,,
4E+17,074adc2b-9cd1-41ea-b1cb-b7a1aa1a3192,WC Somm Stumper,4E+17,,15,11/9/2022,No,No,,
4E+17,0774a8cb-11a1-4245-bc2d-78ce1663bf00,Thierry Germain Terres Chaudes 16 RET,4E+17,,0,4/3/2019,No,No,,
4E+17,077c30f0-85be-4789-8753-ec1a6bd89f39,RET Due Terre grillo,4E+17,,24,10/4/2022,No,No,,
4E+17,0788edc5-5237-40bc-a2a0-f4e7ee8ae2c6,GLS GiaDomella Cabernet 04,4E+17,,18,4/15/2022,No,No,,
4E+17,0798fc57-f7f0-43a8-82be-7d3c9a84a206,WC Domaine du Salvard Rose,4E+17,,24,5/24/2023,No,No,,
4E+17,07a3667f-5055-451e-a156-0838612c207e,BTL Follin Arbelet Aloxe Corton 16,4E+17,,107,12/14/2018,No,No,,
4E+17,07b30cff-83f5-41c2-8955-6b840e3c4f6a,TST Scarpetta TImido Brut Rose NV,4E+17,,6.5,6/23/2020,No,No,,
4E+17,07b85741-b51a-4545-a040-ced7b2eb1a1f,RET Sans Liege Cotes du Coast 15,4E+17,,25,12/13/2018,No,No,,
4E+17,07b86b6b-2e3e-4a74-b947-be779dabe3b5,"RET Red Schooner ""Voyage 6"" Malbec 14",4E+17,,52,12/14/2018,No,No,,
4E+17,07ba88b4-05fe-44f2-bbad-5c3aa2373d35,"BTL Grau ""Volador"" Montsant Red 19",4E+17,,40,7/7/2022,No,No,,
4E+17,07c98320-8911-4034-a991-2f205b3896cf,BTL Collemattoni Brunello 2013,4E+17,,102,12/14/2018,No,No,,
4E+17,07c9cac3-c0a0-421d-8b72-80c1ad86d586,TST Conti Zecca Liranu,4E+17,,0,7/13/2023,No,No,,
4E+17,07d2e71f-2e05-4f9c-93ac-065fd774963e,RET Chateau Teulon CdN Blanc 17,4E+17,,15,5/12/2020,No,No,,
4E+17,07d5bd44-1076-45af-b185-4589c4d48400,BTL Thymiopolous 'Earth & Sky' Xinomavro,4E+17,,75,9/6/2022,No,No,,
4E+17,07e3758b-3e64-46bb-a037-a07480fd01bd,Baked Rigatoni HALF,4E+17,,100,1/3/2019,No,No,,
4E+17,07fde58b-c295-4251-9efa-32458704c6a8,RET Tyler Sanford & Benedict Pinot Noir 14,4E+17,,94,12/14/2018,No,No,,
4E+17,07fef611-c66d-4b92-9cf2-e2e7f2ebdbd8,BTL Francois Lamarche Passe-tout-Grains 16,4E+17,,50,11/18/2019,No,No,,
4E+17,080c34ac-0aa4-403b-8ae1-d870524aedfa,RET Robert Weil Sekt Brut 15,4E+17,,0,11/4/2019,No,No,,
4E+17,0813f17d-9eda-4101-9afa-602457b15a91,WC Saxon Brown Chardonnay,4E+17,,50,5/1/2023,No,No,,
